"cluster","treatment","Y","G","R","alpha","beta","gamma_sq","c1","c2","c1c2_ratio","B","niter","total_cost"
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,2,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
11,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,12,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,10,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,15,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,10,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,23,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,11,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,12,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,13,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,17,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,13,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,15,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,10,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,19,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,13,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,14,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,24,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,14,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,8,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,12,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,9,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,15,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,11,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,16,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,15,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,10,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,18,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,9,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,15,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,15,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,12,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,10,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,12,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,24,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,16,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,16,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,11,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,20,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,12,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,10,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,15,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,18,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,15,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,15,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,13,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,16,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,14,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,10,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,10,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,15,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,19,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,12,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,15,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,8,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,22,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,12,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,12,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,14,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,11,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,12,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,14,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,6,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,15,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,11,15,65,0,1.5,1,20,10,2,10000,14,9900
12,1,16,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,2,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,3,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,2,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,2,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,1,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
13,0,0,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,8,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,8,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,2,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,10,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,2,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,8,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,6,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,2,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,8,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,6,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,8,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,1,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,9,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,10,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,2,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,9,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,1,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,2,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,8,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,10,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,6,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,9,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,10,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,9,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,1,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,11,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,9,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,6,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,10,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
14,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,0,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,2,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,6,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,8,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,2,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,6,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,6,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,2,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,6,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,10,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,1,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,8,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,2,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,1,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,7,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,2,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,2,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,6,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,6,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,6,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,3,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,6,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,2,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,5,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,2,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,4,15,65,0,1.5,1,20,10,2,10000,14,9900
15,1,6,15,65,0,1.5,1,20,10,2,10000,14,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,0,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,0,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,1,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,0,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,1,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,5,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,0,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,0,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,1,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,0,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,1,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,1,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,0,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,1,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,0,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,0,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,1,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,1,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,10,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
1,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,9,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,5,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,15,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,5,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,8,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,10,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,5,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,10,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,8,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,5,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,7,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,10,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,7,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,5,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,8,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,7,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,7,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,5,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,11,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,2,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,5,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,7,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,14,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,5,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,8,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,8,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,5,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,7,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,9,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,3,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,8,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,7,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,8,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,8,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,6,15,65,0,1.5,1,20,10,2,10000,15,9900
2,1,4,15,65,0,1.5,1,20,10,2,10000,15,9900
